order_id,order_date,customer_id,product_id,location_id,shipping_id,quantity,sales,discount,profit
O7378,2025-10-11,C1096,P2082,L108,SH19,5,21976.7,0.08,8498.5
O11407,2025-04-08,C1160,P2092,L116,SH19,2,8615.52,0.0,3082.9
O9393,2024-01-08,C1305,P2049,L102,SH13,4,67940.88,0.26,5273.45
O7350,2024-04-14,C1048,P2063,L106,SH13,2,25926.53,,2164.84
O6251,2024-06-21,C1312,P2006,L115,SH22,2,63897.79,0.15,24050.24
O11145,2024-12-16,C1195,P2033,L105,SH4,1,32362.32,0.0,10670.78
O8743,2025-02-11,C1261,P2064,L116,SH25,5,86297.78,0.21,6150.78
O10266,2024-11-14,C1072,P2076,L114,SH4,-1,1705.11,0.11,535.63
O7616,2024-08-20,C1451,P2006,L112,SH10,1,47469.9,0.09,17679.64
O11133,09/03/2024,C1117,P2024,L117,SH1,4,172347.84,0.1,63981.59
O11803,21/12/2025,C1157,P2075,L106,SH19,6,26476.46,0.01,7679.41
O5135,2024-05-12,C1328,P2076,L106,SH1,1,2127.14,0.11,919.23
O7814,2025-05-14,C1298,P2072,L109,SH10,6,6185.1,0.13,1582.2
O6181,2025-10-13,C1468,P2080,L104,SH10,1,861.49,0.26,265.88
O8196,2025-06-25,C1024,P2054,L101,SH1,3,10643.01,0.17,1103.97
O8652,2025-01-09,C1493,P2032,L116,SH13,5,₹183682.9,0.02,48272.43
O6585,2024-10-01,C1205,P2034,L102,SH25,1,₹9537.42,0.24,760.18
O6104,2024-02-09,C1061,P2010,L112,SH19,3,82923.46,0.1,22119.96
O8447,2024-05-01,C1367,P2098,L102,SH1,4,2293.55,0.07,842.26
O7566,2025-02-09,C1054,P2066,L103,SH22,1,9398.11,,991.16
O11106,2024-08-12,C1311,P2004,L111,SH10,5,103755.15,0.06,
O9688,2025-03-20,C1006,P2051,L114,SH19,4,63423.97,0.28,8009.16
O9789,2025-06-29,C1195,P2049,L102,SH10,3,9031.64,0.23,985.7
O5335,2025-06-09,C1128,P2046,L113,SH1,1,₹1706.76,0.14,148.31
O5731,2024-04-01,C1156,P2056,L112,SH19,4,45898.14,0.23,5279.85
O10290,2025-01-09,C1469,P2017,L104,SH19,3,91787.07,0.14,28860.26
O6108,2025-04-30,C1117,P2030,L107,SH19,4,46493.91,0.17,14757.2
O9674,2024-09-30,C1381,P2058,L101,SH1,6,25778.82,0.23,2087.83
O8078,2024-02-16,C1302,P2060,L114,SH19,4,62227.72,0.21,4321.5
O11303,2024-09-15,C1247,P2077,L109,SH13,5,5824.48,0.24,2428.89
O7129,2025-07-14,C1214,P2020,L114,SH1,1,27432.28,0.14,10920.38
O5711,2024-10-06,C1396,P2057,L104,SH4,5,18757.64,0.15,1587.41
O7876,2025-10-06,C1334,P2006,L114,SH1,1,28943.51,0.28,10567.4
O8851,2025-12-24,C1296,P2024,L105,SH22,6,309789.14,0.05,98752.05
O11998,2025-05-25,C1044,P2073,L101,SH10,5,22241.15,0.0,6720.08
O9887,2025-02-13,C1467,P2032,L112,SH1,1,17514.24,0.14,6897.29
O11919,2025-01-06,C1379,P2047,L113,SH16,5,6301.48,0.3,739.93
O5127,2025-12-21,C1061,P2034,L109,SH11,6,₹67510.89,0.03,10104.55
O5722,2024-04-19,C1261,P2014,L113,SH10,5,80469.63,0.15,26546.15
O8166,2024-03-18,C1093,P2051,L115,SH10,2,24937.32,0.3,1720.39
O9359,21/05/2024,C1433,P2003,L110,SH22,1,27887.13,0.09,6990.66
O5752,2025-08-14,C1327,P2022,L107,SH21,3,₹115023.06,0.06,30942.95
O6347,2024-12-27,C1035,P2036,L112,SH10,3,6480.97,0.27,493.38
O7312,2025-09-04,C1414,P2022,L113,SH22,4,135121.99,0.14,43881.56
O5834,2024-12-05,C1003,P2095,L117,SH10,5,₹14184.75,0.16,4384.67
O5385,2024-09-27,C1451,P2045,L114,SH22,4,37056.32,0.08,3842.84
O11889,2024-05-19,C1477,P2043,L110,SH1,2,₹7092.26,0.18,896.76
O8458,2024-06-05,C1471,P2090,L104,SH13,1,₹3953.51,0.16,1761.51
O11118,2024-10-05,C1293,P2010,L109,SH19,3,144923.93,0.08,39400.48
O11468,2024-11-09,C1375,P2049,L101,SH16,6,87624.1,0.17,9080.22
O6616,2025-07-04,C1103,P2089,L104,SH22,4,₹7628.97,0.24,2051.76
O7000,2024-07-25,C1262,P2050,L106,SH4,-3,49151.45,0.14,4082.77
O5117,2025-12-09,C1499,P2024,L116,SH22,3,79291.35,0.06,30516.24
O9462,2025-07-23,C1316,P2072,L109,SH22,1,451.46,0.08,152.59
O6879,2025-11-06,C1184,P2008,L116,SH4,5,169241.99,0.14,62249.31
O11203,2024-03-28,C1469,P2084,L111,SH10,5,21511.2,0.12,6543.04
O8045,2024-12-20,C1091,P2081,L111,SH13,1,2936.59,0.02,902.63
O10575,2025-09-14,C1198,P2016,L111,SH4,1,41447.74,0.05,14660.62
O8690,2024-12-01,C1302,P2045,L114,SH10,2,19908.22,0.13,1463.17
O10507,2024-04-10,C1128,P2014,L114,SH19,4,₹51811.44,0.03,13451.0
O6819,12/06/2024,C1392,P2032,L113,SH5,2,62032.71,0.14,17257.49
O10583,2025-11-08,C1296,P2038,L106,SH7,3,34569.73,0.22,2270.36
O8977,2024-09-21,C1101,P2069,L103,SH1,6,22359.85,0.15,6435.52
O11254,2024-12-02,C1280,P2042,L116,SH22,5,33326.7,0.17,2628.73
O11125,2024-03-02,C1091,P2088,L112,SH19,3,7996.36,0.1,2187.01
O6484,26/12/2024,C1033,P2023,L105,SH10,6,206381.34,0.06,64520.91
O9202,2024-12-27,C1404,P2062,L103,SH1,2,₹9699.38,0.29,1101.48
O8943,2025-03-05,C1244,P2050,L115,SH10,2,23726.81,0.17,2024.5
O9108,2024-11-01,C1315,P2055,L115,SH16,1,2857.16,0.17,329.03
O5432,2024-06-01,C1428,P2074,L116,SH4,6,₹23169.82,0.19,9404.75
O6753,2025-04-05,C1425,P2096,L111,SH13,1,1762.37,0.03,639.14
O6148,2024-03-10,C1436,P2086,L116,SH22,4,6290.41,0.19,2338.19
O9837,2024-08-17,C1093,P2056,L110,SH22,4,63708.6,0.07,4150.11
O7695,2025-08-18,C1186,P2008,L110,SH10,3,48531.67,0.04,17112.92
O11406,2024-01-19,C1310,P2066,L108,SH22,5,56834.8,0.14,7251.34
O8318,2025-03-18,C1465,P2065,L102,SH22,5,41562.33,0.34,4384.95
O5638,2025-07-26,C1391,P2018,L116,SH19,2,21535.88,0.11,6009.88
O5342,2024-10-13,C1110,P2024,L109,SH19,-5,114127.25,0.1,26218.03
O11504,2025-09-11,C1143,P2026,L108,SH25,1,5945.25,0.14,1569.65
O5800,2025-04-27,C1457,P2029,L103,SH10,2,55764.14,0.15,11758.87
O9033,2024-10-14,C1328,P2020,L106,SH24,6,52086.63,0.06,15879.4
O11945,2025-03-31,C1008,P2099,L114,SH7,3,12940.59,0.11,4160.98
O10003,2024-01-27,C1339,P2021,L114,SH22,6,235278.75,0.07,
O8984,2025-01-04,C1316,P2095,L114,SH10,3,9285.1,0.04,2884.1
O10827,2025-05-27,C1189,P2050,L114,SH25,1,15517.69,0.07,1273.2
O6838,2024-08-02,C1135,P2099,L106,SH25,3,7481.87,0.16,3162.56
O8897,2024-02-06,C1137,P2024,L106,SH10,4,130376.04,0.08,30625.32
O5431,2024-12-04,C1467,P2027,L116,SH4,1,14046.03,0.0,
O11869,2025-06-03,C1102,P2086,L113,SH19,6,10373.03,0.17,3139.37
O6677,2025-07-01,C1191,P2061,L111,SH1,three,75868.54,0.22,5314.63
O5047,2025-09-21,C1232,P2065,L108,SH19,-5,8229.98,0.11,1073.93
O5891,2024-11-24,C1347,P2046,L110,SH9,-3,5281.72,0.23,597.58
O6145,2024-03-09,C1320,P2048,L102,SH19,-4,69351.78,,6727.03
O6607,2024-04-17,C1285,P2095,L103,SH4,1,2193.15,0.07,582.28
O11580,12/10/2025,C1068,P2090,L106,SH22,1,1955.05,0.26,760.74
O6418,2024-01-30,C1432,P2048,L104,SH4,1,4728.07,0.24,634.94
O9609,13/12/2024,C1012,P2043,L111,SH10,3,₹45270.56,0.16,3814.73
O11566,2024-07-17,C1446,P2040,L115,SH17,5,10239.5,0.13,704.42
O6102,2025-03-28,C1196,P2004,L106,SH13,1,13587.55,0.03,4471.27
O6390,2025-04-15,C1444,P2014,L104,SH7,3,118052.89,0.23,26507.23
O7338,02/10/2025,C1409,P2012,L116,SH1,2,91382.65,0.0,35142.64
O5768,2024-09-22,C1330,P2014,L115,SH22,6,36674.99,0.13,7869.86
O8558,09/09/2024,C1383,P2010,L102,SH4,3,48280.73,0.06,10834.14
O9491,2025-11-09,C1178,P2079,L116,SH10,3,12520.07,0.11,3151.68
O5078,2024-06-03,C1166,P2081,L111,SH22,3,₹6178.42,0.15,2124.04
O6099,2025-01-18,C1218,P2049,L106,SH4,3,18582.15,0.11,1256.68
O8674,2024-04-05,C1134,P2080,L112,SH12,1,3936.43,0.14,1716.7
O11941,2025-08-05,C1089,P2004,L110,SH16,3,84800.0,0.16,17236.05
O11703,2024-07-22,C1310,P2058,L117,SH25,5,4427.6,0.19,605.94
O7370,2025-05-21,C1369,P2081,L115,SH19,2,5517.74,0.14,1922.9
O9899,2025-06-24,C1240,P2088,L114,SH1,3,10209.78,0.15,3902.96
O11087,2025-07-10,C1225,P2095,L108,SH1,4,3172.37,0.18,934.79
O5403,2024-12-10,C1056,P2062,L103,SH16,3,64514.86,0.13,7590.4
O9005,2024-05-17,C1322,P2046,L114,SH19,5,28539.34,0.07,3147.83
O11180,2024-05-19,C1448,P2058,L116,SH10,5,80666.27,0.07,5415.84
O10799,2024-12-14,C1302,P2023,L117,SH4,2,27094.68,0.06,8915.31
O8343,2025-02-19,C1391,P2043,L113,SH19,3,10894.86,0.21,818.3
O11194,2024-04-26,C1339,P2011,L101,SH16,4,135936.3,0.15,41084.23
O10957,2024-05-24,C1140,P2017,L112,SH10,4,153105.66,0.2,41009.92
O7884,2025-11-18,C1167,P2029,L109,SH10,6,141250.61,0.05,46230.25
O10894,2024-01-12,C1258,P2042,L111,SH22,6,118451.38,0.01,15146.05
O11870,2024-06-22,C1160,P2069,L112,SH4,6,12202.99,0.07,4596.87
O10556,2025-10-02,C1433,P2056,L111,SH1,6,46576.54,0.14,6051.45
O11095,2024-08-09,C1052,P2042,L108,SH7,4,70661.01,0.06,7077.57
O8965,2024-11-05,C1134,P2059,L110,SH13,5,76023.13,0.27,4579.61
O9330,2025-06-27,C1071,P2017,L103,SH1,4,99668.37,0.19,37451.12
O10404,2024-12-05,C1231,P2055,L110,SH10,1,2172.49,0.17,306.22
O5234,2025-01-28,C1460,P2070,L111,SH19,6,22092.07,0.05,
O8178,19/05/2025,C1396,P2070,L116,SH13,5,2539.83,0.14,885.24
O10587,2025-10-25,C1400,P2040,L101,SH16,5,24359.53,0.18,2803.06
O9082,2024-07-13,C1004,P2010,L109,SH13,2,8042.73,0.0,2361.5
O7545,2024-11-14,C1356,P2085,L116,SH19,1,1953.75,0.13,786.89
O11814,2024-10-03,C1155,P2069,L116,SH1,-5,13948.93,0.1,3606.99
O7772,2024-11-12,C1238,P2051,L110,SH10,4,52017.07,,6690.77
O9834,2025-05-07,C1293,P2012,L111,SH1,4,50734.39,0.06,16858.84
O9882,01/10/2025,C1382,P2067,L111,SH10,3,6427.08,0.21,1949.95
O8695,2024-07-28,C1078,P2066,L111,SH4,4,14763.79,0.2,1983.01
O8623,2025-05-27,C1063,P2030,L106,SH17,1,3485.18,0.11,1067.61
O8081,2025-01-08,C1421,P2068,L111,SH1,2,9275.63,0.0,3485.2
O7468,2024-02-13,C1083,P2055,L117,SH19,6,67074.33,0.2,7144.53
O6335,2024-03-07,C1145,P2021,L104,SH16,2,₹23877.16,0.07,4827.85
O8789,2024-04-23,C1464,P2024,L112,SH16,2,73181.71,0.05,22299.53
O10581,2025-11-01,C1065,P2085,L109,SH19,1,3683.29,0.09,1049.84
O9585,2024-03-19,C1492,P2083,L117,SH19,6,₹4019.13,0.19,1786.44
O7147,2024-04-20,C1460,P2051,L116,SH22,1,5960.9,0.18,514.0
O8861,2025-10-09,C1040,P2064,L107,SH25,3,47824.43,0.21,6545.92
O5993,2025-09-10,C1459,P2020,L117,SH10,4,132850.28,0.11,45339.28
O11340,2025-12-25,C1220,P2064,L110,SH15,4,6557.55,0.22,981.93
O10067,22/03/2025,C1155,P2090,L110,SH22,4,11678.56,0.1,4094.96
O9051,2025-03-15,C1106,P2087,L104,SH4,5,21488.59,0.07,8036.36
O11473,21/06/2025,C1480,P2050,L101,SH4,4,₹8265.17,0.16,1153.78
O8609,2024-10-29,C1315,P2021,L113,SH10,2,30229.76,0.05,8826.07
O8167,09/03/2025,C1370,P2052,L105,SH16,2,37393.11,,3165.93
O11866,2025-08-29,C1364,P2052,L106,SH10,1,17232.52,0.15,2063.72
O6026,2024-05-21,C1428,P2093,L105,SH13,6,14208.39,0.13,4861.93
O5102,2024-05-20,C1333,P2043,L105,SH10,6,7253.14,0.3,1034.05
O11810,2025-04-24,C1153,P2009,L114,SH7,6,169796.79,0.11,55259.25
O7543,2025-12-12,C1118,P2007,L101,SH4,1,50330.33,0.02,14349.13
O6518,2024-10-13,C1362,P2080,L116,SH19,2,1308.67,0.14,565.88
O8220,17/02/2025,C1348,P2050,L108,SH1,3,32361.31,0.24,4298.3
O9040,2024-09-30,C1456,P2056,L116,SH13,6,₹98026.99,0.3,13157.44
O9327,2024-05-10,C1437,P2052,L116,SH4,1,4335.82,0.22,623.9
O5016,2025-10-10,C1047,P2056,L104,SH7,6,87744.06,0.18,6058.35
O7627,2025-04-03,C1020,P2096,L114,SH19,3,3447.71,0.11,1239.77
O11782,2024-02-03,C1051,P2014,L104,SH16,three,64232.22,0.12,16609.18
O10819,2024-08-25,C1389,P2031,L111,SH19,4,160262.43,0.23,46902.27
O8821,2024-10-05,C1025,P2031,L102,SH7,3,4985.82,0.15,1775.82
O11886,2024-11-04,C1303,P2011,L103,SH1,2,90786.18,0.16,20826.08
O5687,2024-02-06,C1091,P2059,L112,SH13,4,10382.43,0.15,902.61
O10992,2024-06-26,C1079,P2077,L107,SH22,2,1839.32,0.1,626.66
O11025,13/11/2024,C1210,P2052,L111,SH5,5,₹99852.07,0.12,8844.21
O5513,2024-02-10,C1241,P2059,L102,SH22,5,96894.58,0.21,8639.74
O7621,2024-10-12,C1177,P2017,L109,SH13,6,262323.59,,92652.22
O9337,2025-04-10,C1454,P2082,L113,SH19,2,8175.44,0.11,2329.68
O8139,2024-02-10,C1205,P2025,L115,SH1,3,127934.93,0.13,43120.49
O6368,2025-09-07,C1097,P2054,L106,SH1,6,₹53062.88,0.11,4846.11
O8941,2024-10-19,C1351,P2037,L108,SH4,5,100278.78,0.05,12450.37
O8776,2025-11-03,C1210,P2099,L107,SH1,6,23261.03,0.08,6986.79
O5453,2024-04-26,C1337,P2047,L115,SH4,3,8431.8,0.11,1005.93
O6205,2025-09-05,C1383,P2086,L102,SH22,1,1629.2,0.13,570.99
O9453,27/05/2025,C1045,P2019,L117,SH1,5,132430.38,0.22,51740.44
O8633,2025-09-21,C1007,P2095,L104,SH4,6,9822.24,0.07,3942.52
O9573,2025-12-29,C1280,P2083,L117,SH10,3,₹1952.33,0.1,636.4
O11755,2024-08-16,C1378,P2029,L105,SH13,2,7084.88,0.23,1851.93
O5836,2024-11-11,C1348,P2071,L104,SH4,4,2035.68,0.01,760.33
O9571,2025-05-29,C1045,P2090,L107,SH1,3,2353.45,0.0,693.7
O9397,2025-04-22,C1296,P2077,L105,SH10,6,5089.59,0.04,2195.0
O5107,2024-09-03,C1220,P2001,L112,SH19,1,28827.46,0.1,6845.45
O5454,2025-07-14,C1182,P2082,L110,SH7,2,4929.99,0.12,1924.76
O7826,2025-12-05,C1121,P2090,L112,SH22,5,14125.8,0.04,5812.32
O7298,2024-02-13,C1267,P2069,L114,SH10,2,7673.27,0.09,2885.88
O7333,2024-11-25,C1042,P2038,L103,SH7,6,₹9388.96,0.26,907.92
O7680,2025-06-21,C1109,P2094,L105,SH13,5,17662.87,0.08,4649.0
O10351,2025-03-16,C1130,P2082,L109,SH13,1,2314.46,0.0,627.38
O6448,25/04/2024,C1171,P2067,L116,SH19,1,1444.71,0.12,511.23
O10967,2025-12-27,C1210,P2065,L109,SH1,6,96045.76,0.22,14095.13
O5693,2024-07-17,C1120,P2091,L110,SH20,1,390.98,0.04,99.62
O8822,2025-11-26,C1209,P2088,L115,SH22,6,11044.05,0.08,4142.48
O9454,2025-06-18,C1157,P2020,L113,SH19,2,8698.46,0.09,2781.31
O8541,2024-05-05,C1107,P2016,L105,SH7,5,207433.95,0.23,58008.15
O5526,2024-06-02,C1268,P2065,L114,SH22,5,71858.15,0.07,5458.92
O5540,2025-02-14,C1020,P2093,L113,SH19,5,₹12574.54,0.22,4453.92
O11093,2025-05-18,C1467,P2069,L109,SH4,3,6821.82,0.13,3036.1
O10689,2024-01-22,C1103,P2099,L109,SH16,5,8210.22,0.17,2390.15
O5589,2024-10-18,C1265,P2098,L109,SH16,4,11095.92,0.18,3954.46
O5332,2024-11-17,C1085,P2058,L115,SH6,4,30210.79,0.29,
O10650,2025-10-16,C1338,P2004,L112,SH13,4,184543.33,0.1,38031.85
O8970,24/05/2024,C1346,P2025,L101,SH10,4,73838.77,0.1,20289.24
O8741,2025-04-30,C1342,P2055,L108,SH13,6,121346.89,0.19,15290.94
O8216,2025-06-30,C1298,P2029,L116,SH1,3,₹13231.33,0.22,4424.45
O9405,2024-05-18,C1464,P2022,L114,SH10,3,65725.13,0.01,23282.27
O10837,2025-02-03,C1334,P2051,L107,SH1,3,11381.71,0.12,1631.02
O6538,2024-12-24,C1023,P2077,L108,SH1,5,3743.93,0.17,1315.57
O8862,2025-02-21,C1209,P2032,L104,SH22,4,48824.88,0.0,10684.04
O6960,26/05/2025,C1381,P2062,L112,SH25,6,43556.3,0.1,4530.63
O7546,2024-03-21,C1200,P2004,L104,SH1,1,10414.8,0.05,3560.07
O7994,2025-01-26,C1019,P2025,L110,SH13,2,48597.24,0.18,10683.78
O6822,2024-11-14,C1327,P2016,L117,SH19,4,94550.05,0.2,33502.07
O11973,2025-08-23,C1452,P2088,L114,SH4,1,2229.69,0.05,606.63
O9424,2025-04-26,C1136,P2047,L109,SH4,1,15508.21,0.23,1085.64
O9770,2024-02-27,C1093,P2014,L112,SH23,3,51318.18,0.13,11805.22
O6405,10/09/2025,C1301,P2053,L110,SH22,3,57424.04,0.08,6779.41
O6993,2024-08-20,C1060,P2098,L109,SH25,1,1380.57,0.08,
O9553,2024-10-20,C1154,P2066,L112,SH19,3,54050.9,0.2,
O9665,24/10/2025,C1264,P2044,L105,SH19,4,12828.58,0.27,1306.57
O11883,2024-06-16,C1255,P2096,L105,SH1,3,3468.68,0.13,1067.99
O5068,2025-03-16,C1062,P2001,L116,SH19,2,₹20491.38,0.06,5656.47
O11037,2024-03-16,C1218,P2038,L105,SH22,3,49993.19,0.17,4901.61
O10783,2024-02-01,C1357,P2032,L103,SH4,6,₹205423.28,0.17,48737.87
O10723,2024-05-18,C1209,P2060,L113,SH10,1,18701.38,0.2,1404.76
O7610,2025-07-27,C1091,P2065,L106,SH12,1,15119.24,0.03,2114.7
O7229,2025-04-23,C1211,P2006,L107,SH4,1,23090.03,0.02,9217.34
O7477,2025-06-21,C1041,P2046,L103,SH17,1,4038.97,0.39,292.58
O11570,2025-06-15,C1192,P2056,L101,SH25,3,32674.23,0.2,2099.37
O10732,2025-12-09,C1498,P2084,L104,SH16,2,7424.24,0.15,3308.0
O8927,13/06/2025,C1390,P2097,L108,SH19,4,12556.47,0.07,4578.01
O11924,2025-10-22,C1209,P2058,L114,SH22,3,₹30605.07,0.22,4001.17
O5967,2024-04-20,C1040,P2006,L117,SH13,6,162544.01,0.06,45935.57
O8820,2024-06-23,C1327,P2045,L102,SH10,4,52845.81,0.13,5563.07
O5406,2025-02-01,C1133,P2054,L113,SH25,2,27570.8,0.26,3100.95
O10692,2024-04-16,C1243,P2092,L106,SH19,4,16670.68,0.08,5844.27
O9266,2025-06-15,C1185,P2011,L112,SH16,1,26283.29,0.17,5485.22
O8430,2025-01-15,C1469,P2088,L103,SH1,4,2968.04,0.1,1224.0
O5354,2024-03-01,C1368,P2023,L111,SH7,1,2672.34,0.0,847.99
O7168,2025-02-08,C1419,P2030,L109,SH6,2,31394.15,0.0,9611.27
O7747,27/07/2025,C1130,P2020,L112,SH22,2,102433.38,0.06,
O7526,2025-10-03,C1319,P2024,L113,SH10,5,107140.02,0.01,27106.99
O10920,2025-01-23,C1126,P2015,L113,SH16,6,12617.16,0.06,4216.95
O7179,2024-06-29,C1183,P2012,L112,SH16,6,104137.57,0.22,24770.16
O9598,2025-06-15,C1494,P2028,L110,SH1,4,180930.64,0.05,64349.27
O5778,2025-05-26,C1033,P2070,L110,SH10,1,2741.88,0.04,1142.95
O9973,2024-08-14,C1439,P2006,L106,SH16,3,25024.02,0.32,5437.46
O9224,2024-08-16,C1463,P2003,L112,SH13,1,39298.18,0.03,10296.6
O6662,2024-05-24,C1497,P2012,L110,SH4,4,165092.46,0.07,48164.52
O7937,2025-08-14,C1175,P2062,L108,SH22,-6,5229.26,0.28,740.11
O9745,2025-08-17,C1261,P2099,L116,SH10,2,7429.92,0.0,2059.07
O10010,25/10/2025,C1289,P2043,L114,SH14,3,46526.37,0.07,5870.35
O9867,2024-08-08,C1045,P2034,L109,SH20,3,52909.31,0.21,5303.99
O8564,2024-06-14,C1156,P2060,L101,SH19,1,18703.08,0.23,1998.76
O5909,2025-05-12,C1409,P2040,L115,SH22,1,11191.26,0.22,1110.75
O8966,2024-01-18,C1135,P2037,L104,SH22,2,40553.41,0.13,5157.07
O10449,2025-05-25,C1015,P2044,L111,SH19,6,63057.54,0.15,6446.41
O9522,2025-03-22,C1484,P2049,L117,SH13,6,111810.92,0.24,7984.4
O5447,2024-10-11,C1165,P2031,L111,SH20,4,14929.8,0.11,3650.95
O7575,2025-12-28,C1307,P2070,L113,SH1,5,7341.93,0.06,2228.72
O6439,2024-07-27,C1254,P2027,L106,SH19,3,49441.99,0.18,12736.18
O8864,2025-09-15,C1215,P2077,L110,SH19,5,10869.88,0.05,3778.38
O8366,2024-03-07,C1049,P2033,L101,SH1,5,115898.26,0.04,27558.26
O11383,2024-06-29,C1497,P2087,L113,SH22,3,9438.56,0.05,3622.77
O11264,2025-07-29,C1320,P2019,L113,SH16,4,127069.88,0.01,48728.06
O9104,2025-12-06,C1248,P2054,L116,SH7,-1,16659.34,0.21,1953.9
O9352,2025-10-30,C1493,P2046,L113,SH1,2,21609.0,0.1,2134.93
O9626,2025-10-25,C1456,P2092,L103,SH13,4,16689.11,0.16,
O10731,2024-08-27,C1336,P2001,L111,SH4,6,242766.43,0.01,57232.67
O5410,2024-12-29,C1336,P2012,L108,SH10,3,₹37116.6,0.08,13892.24
O5960,2024-05-03,C1146,P2083,L105,SH19,3,4628.35,0.13,1898.64
O10372,2024-05-24,C1006,P2018,L116,SH7,3,79246.38,0.12,18803.19
O8526,2025-03-02,C1032,P2080,L114,SH10,2,3525.73,0.01,1069.43
O6503,2024-05-22,C1172,P2098,L102,SH16,6,7152.79,0.11,2956.62
O11237,2024-02-18,C1448,P2084,L106,SH7,-4,13766.6,0.09,4538.07
O6760,2024-04-23,C1190,P2057,L110,SH7,3,26758.62,0.27,3726.85
O11940,2025-12-05,C1087,P2090,L107,SH13,5,3204.86,,1339.6
O11248,2024-01-02,C1360,P2041,L114,SH24,4,53149.38,0.26,6103.13
O7498,2025-06-09,C1485,P2046,L117,SH13,5,80178.59,0.14,6493.05
O6728,2025-02-19,C1370,P2066,L117,SH10,6,64429.31,0.13,9084.56
O7752,2024-05-04,C1162,P2030,L110,SH4,6,188062.71,0.14,49797.46
O9197,2024-07-07,C1059,P2097,L115,SH1,3,10758.92,0.14,3541.84
O5571,2024-10-18,C1295,P2084,L106,SH10,6,₹10126.84,0.17,3895.17
O10414,24/11/2025,C1120,P2041,L113,SH19,1,6342.92,0.31,785.95
O5633,11/10/2025,C1383,P2084,L101,SH10,5,₹16699.73,0.16,5452.42
O11143,2025-04-13,C1157,P2057,L114,SH13,1,8112.41,0.28,993.59
O6496,2025-05-23,C1175,P2024,L117,SH13,5,52525.46,0.1,12684.63
O9387,2025-07-31,C1167,P2095,L112,SH10,5,10674.26,0.06,3354.23
O6455,2024-11-06,C1320,P2072,L106,SH13,1,2507.42,0.05,659.26
O9348,2025-04-24,C1337,P2080,L116,SH22,2,6382.78,0.19,2516.71
O10699,2024-09-21,C1188,P2084,L106,SH4,5,15281.4,,5879.58
O8429,2025-02-16,C1359,P2001,L113,SH25,6,67355.65,0.0,21423.89
O11373,2025-06-18,C1395,P2073,L112,SH13,1,3065.48,,1229.46
O11544,2024-01-16,C1436,P2044,L107,SH7,6,109315.61,0.25,11369.78
O5543,2024-06-10,C1185,P2031,L101,SH13,3,18438.27,0.0,4705.21
O8542,10/02/2025,C1394,P2039,L115,SH3,6,23631.45,0.25,2784.26
O5276,2025-07-16,C1087,P2059,L116,SH10,5,50013.72,0.24,5578.74
O7503,2024-06-03,C1344,P2055,L117,SH19,6,56942.99,0.21,7271.28
O11905,2025-09-07,C1084,P2028,L111,SH10,6,₹229739.75,0.3,63627.89
O8669,2024-07-28,C1396,P2070,L107,SH16,6,27716.51,0.07,8107.17
O8705,2025-05-15,C1100,P2038,L110,SH4,3,15588.03,0.14,1886.2
O8709,2025-06-20,C1152,P2006,L113,SH16,1,45337.1,0.04,10833.49
O5519,2025-05-08,C1213,P2043,L104,SH22,2,26739.26,0.22,2757.14
O5104,2025-03-09,C1111,P2020,L117,SH13,three,6703.65,0.1,1727.0
O6132,2025-12-27,C1006,P2033,L104,SH22,4,196199.29,0.03,52075.62
O9702,2025-02-09,C1281,P2067,L114,SH22,4,12472.28,,4932.18
O10509,2025-05-14,C1247,P2042,L106,SH22,5,41662.19,0.09,4927.96
O6996,2025-05-19,C1010,P2066,L110,SH16,5,6365.93,0.07,791.46
O11914,2025-01-05,C1138,P2044,L116,SH25,three,23657.27,0.19,1545.47
O9552,17/05/2024,C1353,P2081,L113,SH13,1,2601.71,0.13,979.04
O10219,2024-01-04,C1276,P2008,L114,SH4,4,177997.58,0.09,45674.51
O6613,2025-04-28,C1266,P2078,L109,SH19,6,12899.17,0.15,5640.04
O9864,2025-05-09,C1251,P2056,L102,SH19,3,48627.59,0.2,3399.83
O5749,2025-11-05,C1090,P2076,L105,SH16,6,13549.42,0.08,5576.51
O6868,2024-07-24,C1095,P2034,L113,SH19,1,5404.84,0.14,803.74
O6247,2024-04-05,C1041,P2010,L108,SH25,3,30070.64,,6359.41
O9792,2024-04-15,C1285,P2047,L107,SH1,4,30539.52,0.22,3893.97
O7778,30/08/2025,C1026,P2089,L112,SH14,3,7019.72,0.08,1766.1
O9358,2024-01-03,C1179,P2020,L106,SH25,4,89875.26,0.16,18093.39
O9746,2025-11-09,C1114,P2015,L110,SH21,6,103017.4,0.13,29472.76
O8320,2024-08-15,C1315,P2012,L110,SH7,4,20131.06,0.12,4830.21
O5373,2025-02-11,C1243,P2015,L110,SH10,1,23225.11,0.13,8801.75
O7497,2024-11-07,C1476,P2052,L109,SH7,4,41798.53,0.24,3112.51
O8801,2025-03-27,C1361,P2093,L114,SH1,2,2604.23,0.1,1069.73
O10727,2025-03-22,C1335,P2006,L107,SH1,3,103026.22,0.01,28657.38
O7639,2024-06-10,C1447,P2008,L101,SH19,1,40855.45,0.14,14377.41
O10821,2025-06-28,C1410,P2099,L111,SH7,6,23118.74,0.11,7271.63
O11483,2025-09-25,C1082,P2050,L112,SH7,2,31923.57,0.09,2803.7
